Order Id, Order Ref, Fulfilment Id, Status, CreatedOn
1263576,3002044695,1933726,Recolectado,2021-03-29T00:04:27.564Z,
1262891,3002043662,1933710,Recolectado,2021-03-28T23:56:28.321Z,
1263513,1002044641,1933642,Recolectado,2021-03-28T23:00:26.515Z,
1263513,1002044641,1933641,Recolectado,2021-03-28T23:00:24.400Z,
1263480,1002044546,1933600,Recolectado,2021-03-28T22:39:10.457Z,
1263452,1002044489,1933575,Recolectado,2021-03-28T22:13:54.277Z,
1263431,3002044424,1933550,Recolectado,2021-03-28T21:58:04.893Z,
1263415,3002044458,1933533,Recolectado,2021-03-28T21:41:54.343Z,
1263380,3002044324,1933495,Recolectado,2021-03-28T21:09:49.344Z,
1263365,3002044310,1933479,Recolectado,2021-03-28T20:55:12.595Z,
1263362,1002044394,1933476,Recolectado,2021-03-28T20:50:41.283Z,
1263362,1002044394,1933475,Recolectado,2021-03-28T20:50:39.784Z,
1263348,3002044295,1933461,Recolectado,2021-03-28T20:34:12.049Z,
1263336,3002044290,1933449,Recolectado,2021-03-28T20:28:47.255Z,
1263260,1002044233,1933359,Recolectado,2021-03-28T19:28:41.501Z,
1263222,3002044019,1933315,Recolectado,2021-03-28T18:58:54.405Z,
1263167,3002044115,1933246,Recolectado,2021-03-28T18:15:06.944Z,
1263125,3002044098,1933204,Recolectado,2021-03-28T17:37:15.279Z,
1263114,1002044086,1933195,Recolectado,2021-03-28T17:30:14.234Z,
1263114,1002044086,1933193,Recolectado,2021-03-28T17:30:12.474Z,
1263106,3002043970,1933183,Recolectado,2021-03-28T17:22:15.296Z,
1263077,1002044061,1933158,Recolectado,2021-03-28T17:00:06.625Z,
1262999,1002043726,1933068,Recolectado,2021-03-28T14:51:58.433Z,
1262979,1002043871,1933042,Recolectado,2021-03-28T13:54:52.415Z,
1262979,1002043871,1933041,Recolectado,2021-03-28T13:54:49.258Z,
1262979,1002043871,1933040,Recolectado,2021-03-28T13:54:48.053Z,
1262955,1002043835,1933012,Recolectado,2021-03-28T08:29:51.630Z,
1262946,3002043698,1933002,Recolectado,2021-03-28T07:31:33.748Z,
1262920,3002043679,1932972,Recolectado,2021-03-28T06:24:30.033Z,
1262920,3002043679,1932971,Recolectado,2021-03-28T06:24:26.101Z,
1262916,3002043676,1932966,Recolectado,2021-03-28T06:14:14.148Z,
1262916,3002043676,1932965,Recolectado,2021-03-28T06:14:09.320Z,
1262912,3002043798,1932959,Recolectado,2021-03-28T06:10:53.803Z,
1262869,3002043739,1932912,Recolectado,2021-03-28T05:03:01.480Z,
1262840,3002043612,1932875,Recolectado,2021-03-28T04:36:15.304Z,
1262839,1002043535,1932874,Recolectado,2021-03-28T04:34:17.626Z,
1262837,3002043594,1932870,Recolectado,2021-03-28T04:31:05.967Z,
